update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,733.5882372884801,2,0.0,0.0,0,0,0.0,0.0,0,0,1.93153315782547,-0.10569621529430151,-0.01885057589970529,0.000810932346212212,0.03173000665485784,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,2252.5776586650163,3,0.0,0.0,0,0,0.0,0.0,0,0,1.9376805126667023,-0.09151960536837578,-0.016641880967654288,0.00015277744932973292,0.011479029335318282,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,2676.136312642395,4,0.0,0.0,0,0,0.0,0.0,0,0,1.9394682198762894,-0.06992425490170717,-0.01223733217921108,8.092415646387963e-05,0.005352853747207244,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,2668.8643047710893,5,0.0,0.0,0,0,0.0,0.0,0,0,1.942907452583313,-0.05912932334467769,-0.010310633340850472,8.42837698655785e-05,0.00460380483762938,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,2515.839686779967,6,0.0,0.0,0.0,0.0,576.0,0.0,576.0,576.0,1.9415809214115143,-0.04356438899412751,-0.016109329648315907,0.00019033825810765848,0.0069780761721238765,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
