update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,929.9179275684767,2,0.05419921875,0.20991267159620278,0.0,0.8671875,5.3125,20.575224026726904,0.0,85.0,1.92646162211895,-0.09446684923022985,-0.030428386526182294,0.0040382152001257055,0.03464446255824724,0.05419921875,0.20991267159620278,0.0,0.8671875
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,2607.4740038326213,2,0.16162109375,0.33818379157608863,0.0,0.956250011920929,16.5625,40.86864438356134,0.0,152.0,1.9318762421607971,-0.06251659337431192,-0.025318554835394025,0.006525346485432237,0.026354347791296008,0.16162109375,0.33818379157608863,0.0,0.956250011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,2388.0411858229895,3,0.19736327975988388,0.349252705650779,0.0,0.956250011920929,33.6875,74.17523066192649,0.0,274.0,1.9346666932106018,-0.05643481528386474,-0.015719668939709663,0.0016584382101427764,0.01384926275811289,0.19736327975988388,0.349252705650779,0.0,0.956250011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,2515.300431938058,4,0.2130859363824129,0.34565782389281663,0.0,0.956250011920929,63.625,130.1104698900131,0.0,479.0,1.9323548823595047,-0.050488274078816175,-0.01181545713916421,0.000428445358920726,0.008332781103618517,0.2130859363824129,0.34565782389281663,0.0,0.956250011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,2248.2837643623634,5,0.16943359281867743,0.3015892991075619,0.0,0.956250011920929,487.5625,169.0950061171234,28.0,576.0,1.9393092691898346,-0.033139924984425306,-0.011843393091112375,0.00032250590447802097,0.00897281116350259,0.16943359281867743,0.3015892991075619,0.0,0.956250011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
